"tconst","primaryTitle","originalTitle","startYear","runtimeMinutes","genres","numVotes"
"tt7891470","The Merger","The Merger","2018","103","Comedy,Drama,Sport",1043
"tt7892050","Chekka Chivantha Vaanam","Chekka Chivantha Vaanam","2018","146","Action,Crime,Drama",6631
"tt7894510","The Devil Has a Name","The Devil Has a Name","2019","97","Drama,Thriller",1328
"tt7895904","Family Blood","Family Blood","2018","92","Drama,Horror,Thriller",3232
"tt7897102","O.G.","O.G.","2018","113","Drama",2725
"tt7897306","The Lost Strait","Tangeye Abu Ghorayb","2018","93","Action,Drama,History",2504
"tt7897330","Deadly Illusions","Deadly Illusions","2021","114","Drama,Thriller",13061
"tt7897348","Lottery","Latari","2018","107","Drama,Romance,Thriller",3334
"tt7897478","Damascus Under Fire","Be Vaghte Sham","2018","113","Action,Drama,Thriller",2632
"tt7900528","Let's Not Meet","Let's Not Meet","2018","114","Horror",2092
"tt7901408","Confiscation","Mosadereh","2018","97","Comedy,Drama",1904
"tt7901610","Cold Sweat","Araghe Sard","2018","88","Drama,Sport",1339
"tt7901798","Sheeple","Maghzhaye Koochake Zang Zadeh","2018","103","Crime,Drama,Thriller",7025
"tt7902124","The Ground Beneath My Feet","Der Boden unter den Füßen","2019","108","Drama",1313
"tt7903530","We Die Young","We Die Young","2019","92","Action,Crime,Drama",4814
"tt7905466","They Shall Not Grow Old","They Shall Not Grow Old","2018","99","Documentary,History,War",36521
"tt7909444","Ága","Ága","2018","96","Drama",1503
"tt7910444","Gogol. Viy","Gogol. Viy","2018","106","Horror,Mystery,Thriller",1529
"tt7912470","Deception: Oo Pel Dan Myin","Deception: Oo Pel Dan Myin","2018","88","Drama,Thriller",1479
"tt7913172","Grass","Pul-ip-deul","2018","66","Drama",1348
"tt7913934","The Matchmaker's Playbook","The Matchmaker's Playbook","2018","89","Comedy,Romance",2002
"tt7914416","One Cut of the Dead","Kamera o tomeru na!","2017","96","Comedy,Drama,Horror",27154
"tt7915554","Bomb: A Love Story","Bomb, yek asheghaneh","2018","96","Drama,Romance,War",3277
"tt7917178","Caveat","Caveat","2020","88","Horror,Mystery,Thriller",6047
"tt7919680","Karwaan","Karwaan","2018","114","Adventure,Comedy,Drama",16681
"tt7919810","The Turkey Bowl","The Turkey Bowl","2019","120","Comedy",1249
"tt7920024","Paris Is Us","Paris est à nous","2019","83","Drama",1482
"tt7921248","The Whistlers","La gomera","2019","97","Crime,Drama,Thriller",6236
"tt7923220","Inheritance","Inheritance","2020","111","Drama,Mystery,Thriller",17717
"tt7925066","Hard Paint","Tinta Bruta","2018","117","Drama",1131
"tt7935646","Sansimi Seveyim","Sansimi Seveyim","2017","88","Comedy",1579
"tt7937168","The Endless Trench","La trinchera infinita","2019","147","Drama,History,Thriller",6959
"tt7937254","Silk Road","Silk Road","2021","112","Crime,Drama,Thriller",6221
"tt7938092","On Your Wedding Day","Neo-eui kyeol-hoon-sik","2018","110","Comedy,Romance",3308
"tt7938336","Tagaru","Tagaru","2018","129","Action,Crime",1756
"tt7939428","10 Things We Should Do Before We Break Up","10 Things We Should Do Before We Break Up","2020","74","Romance",1364
"tt7939766","I'm Thinking of Ending Things","I'm Thinking of Ending Things","2020","134","Drama,Thriller",93502
"tt7941892","Attack on Titan: The Roar of Awakening","Gekijôban Shingeki no Kyojin Season 2: Kakusei no hôkô","2018","120","Action,Animation,Fantasy",5712
"tt7942736","Spider in the Web","Spider in the Web","2019","113","Thriller",1957
"tt7942742","Her Smell","Her Smell","2018","136","Drama,Music",7767
"tt7942746","Body at Brighton Rock","Body at Brighton Rock","2019","87","Comedy,Drama,Fantasy",2459
"tt7942936","Ibiza","Ibiza","2019","87","Comedy",2310
"tt7945236","The Prince","El Príncipe","2019","96","Drama",1558
"tt7945440","The Lie","The Lie","2018","97","Drama,Thriller",18574
"tt7945450","Notturno","Notturno","2020","100","Documentary",1252
"tt7946216","Depraved","Depraved","2019","114","Drama,Horror,Thriller",1845
"tt7946422","Prospect","Prospect","2018","100","Adventure,Drama,Sci-Fi",31231
"tt7946836","Animal World","Dong wu shi jie","2018","132","Action,Fantasy,Sci-Fi",4836
"tt7947470","That Time of Year","Den tid på året","2018","101","Comedy,Drama",1483
"tt7947604","In from the Side","In from the Side","2022","134","Drama,Romance,Sport",5543
"tt7950334","The Mountain","The Mountain","2018","106","Drama",1730
"tt7952000","The Accused","Acusada","2018","108","Crime,Drama,Thriller",2415
"tt7952920","Relaxer","Relaxer","2018","91","Comedy,Fantasy,Horror",1184
"tt7953814","The Foundation of Criminal Excellence","Kriminalas ekselences fonds","2018","126","Action,Comedy,Crime",1328
"tt7957314","Go Back to China","Go Back to China","2019","95","Comedy,Drama",1119
"tt7957694","The Last Summer","The Last Summer","2019","109","Comedy,Romance",13812
"tt7958736","Ma","Ma","2019","99","Horror,Mystery,Thriller",55891
"tt7959026","The Mule","The Mule","2018","116","Crime,Drama,Thriller",144848
"tt7959216","Utøya: July 22","Utøya 22. juli","2018","93","Drama,Thriller",15143
"tt7959500","The Farm","The Farm","2018","80","Horror",3739
"tt7961060","Dragon Ball Super: Broly","Doragon bôru chô: Burorî","2018","100","Action,Adventure,Animation",29667
"tt7962932","I'll Take Your Dead","I'll Take Your Dead","2018","83","Horror",4753
"tt7967412","Eye for an Eye","Quien a hierro mata","2019","107","Drama,Thriller",8325
"tt7968456","Kurukshetra","Kurukshetra","2019","185","History,War",1640
"tt7969836","The Twentieth Century","The 20th Century","2019","90","Biography,Comedy,Drama",1410
"tt7970348","The Stand In","The Stand In","2020","101","Comedy,Drama",3861
"tt7972012","OSS 117: From Africa with Love","OSS 117: Alerte rouge en Afrique noire","2021","117","Action,Comedy",5087
"tt7972178","70 Big Ones","70 Binladens","2018","100","Thriller",1188
"tt7973916","Enter the Wild","Enter the Wild","2018","96","Adventure,Drama",2061
"tt7974772","A Sniper's War","A Sniper's War","2018","83","Documentary,War",8107
"tt7975244","Jumanji: The Next Level","Jumanji: The Next Level","2019","123","Action,Adventure,Comedy",265504
"tt7976208","The Haunting of Sharon Tate","The Haunting of Sharon Tate","2019","94","Drama,Horror,Thriller",4289
"tt7978672","Black Water: Abyss","Black Water: Abyss","2020","98","Action,Drama,Horror",6431
"tt7978758","Apollo 10½: A Space Age Childhood","Apollo 10 1/2: A Space Age Adventure","2022","97","Adventure,Animation,Drama",10592
"tt7979142","The Night Clerk","The Night Clerk","2020","90","Crime,Drama,Mystery",17263
"tt7979580","The Mitchells vs the Machines","The Mitchells vs the Machines","2021","114","Adventure,Animation,Comedy",117228
"tt7980006","Alt-Right: Age of Rage","Alt-Right: Age of Rage","2018","104","Documentary",1110
"tt7981260","Garbage","Garbage","2018","105","Drama,Thriller",1121
"tt7981492","Sabrina","Sabrina","2018","113","Horror,Thriller",1900
"tt7983794","Operation Odessa","Operation Odessa","2018","92","Crime,Documentary",6752
"tt7983844","Take Your Pills","Take Your Pills","2018","87","Documentary",5503
"tt7983894","Ammonite","Ammonite","2020","117","Biography,Drama,History",20547
"tt7984734","The Lighthouse","The Lighthouse","2019","109","Drama,Fantasy,Mystery",233094
"tt7984766","The King","The King","2019","140","Biography,Drama,History",139680
"tt7985648","The Legend of Tomiris","Tomiris","2019","156","Action,Drama,History",42672
"tt7985692","After the Wedding","After the Wedding","2019","112","Drama",8164
"tt7985704","Operation Fortune: Ruse de Guerre","Operation Fortune: Ruse de Guerre","2023","114","Action,Comedy,Thriller",61732
"tt7986222","Kolamavu Kokila","Kolamavu Kokila","2018","140","Comedy,Crime,Drama",3411
"tt7986276","Made in Chinatown","Made in Chinatown","2021","89","Action,Comedy",1319
"tt7986672","The Nightshifter","Morto Não Fala","2018","110","Horror,Mystery,Thriller",2353
"tt7991608","Red Notice","Red Notice","2021","118","Action,Comedy,Thriller",293648
"tt7997042","It Comes","Kuru","2018","135","Drama,Horror,Mystery",1299
"tt7998242","Avane Srimannarayana","Avane Srimannarayana","2019","186","Action,Adventure,Comedy",7852
"tt7998848","Play","Play","2019","108","Comedy,Romance",1668
"tt8000718","The Operative","The Operative","2019","116","Action,Drama,Mystery",7037
"tt8000908","Robert the Bruce","Robert the Bruce","2019","124","Biography,Drama,History",4425
"tt8001346","Asterix: The Secret of the Magic Potion","Astérix: Le secret de la potion magique","2018","87","Adventure,Animation,Comedy",10646
"tt8004664","Come Play","Come Play","2020","96","Drama,Horror,Mystery",16630
"tt8005118","House Party","House Party","2023","100","Comedy",3470
"tt8005366","Zhenshchiny protiv muzhchin: Krymskie kanikuly","Zhenshchiny protiv muzhchin: Krymskie kanikuly","2018","76","Comedy,Drama,Romance",1312
"tt8006374","Baba Yaga: Terror of the Dark Forest","Yaga. Koshmar tyomnogo lesa","2020","97","Adventure,Fantasy,Horror",1932
"tt8006426","Deadly Still","Foto na pamyat","2018","80","Horror,Thriller",1465
"tt8006926","The Russian Five","The Russian Five","2018","102","Documentary,Sport",1343
"tt8009314","Burn","Burn","2019","88","Comedy,Crime,Thriller",5800
"tt8009428","Hustle","Hustle","2022","117","Comedy,Drama,Sport",133311
"tt8009744","Worth","What Is Life Worth","2020","118","Biography,Drama,History",16558
"tt8009906","The Cleansing Hour","The Cleansing Hour","2019","94","Drama,Fantasy,Horror",7642
"tt8009938","Blood Vessel","Blood Vessel","2019","93","Fantasy,Horror",2857
"tt8010064","Bunker","Bunker","2022","108","Horror,Thriller,War",1698
"tt8011276","Laila Majnu","Laila Majnu","2018","140","Drama,Romance",3787
"tt8011328","Seema Raja","Seema Raja","2018","158","Action,Drama",1919
"tt8015080","Godzilla: City on the Edge of Battle","Gojira: kessen kidô zôshoku toshi","2018","101","Action,Adventure,Animation",5177
"tt8015444","Last and First Men","Last and First Men","2020","70","Fantasy,Mystery,Sci-Fi",4056
"tt8016662","Praana","Praana","2019","107","Crime,Drama,Horror",1137
"tt8018008","BROS. Last Call","BROS. Last Call","2018","92","Comedy",3509
"tt8019518","Dead Shot","Dead Shot","2023","92","Action,Thriller",1489
"tt8019694","Frankie","Frankie","2019","100","Drama,Romance",1872
"tt8020896","An Elephant Sitting Still","Da xiang xidi erzuo","2018","230","Drama",7355
"tt8023734","Kadaikutty Singam","Kadaikutty Singam","2018","149","Action,Drama",2776
"tt8024712","Yowis Band","Yowis Ben","2018","99","Comedy,Drama,Musical",3374
"tt8025310","The Odds","The Odds","2018","107","Horror,Mystery",1853
"tt8026554","Socrates","Socrates","2018","71","Drama",1119
"tt8027322","The Joke Thief","The Joke Thief","2018","81","Drama",3977
"tt8028150","The Diary of Diana B","Dnevnik Diane Budisavljevic","2019","88","Biography,Drama,History",1510
"tt8028600","Demon Eye","Demon Eye","2019","87","Horror",1848
"tt8032912","Parwaaz Hai Junoon","Parwaaz Hai Junoon","2018","130","Action,Romance,War",1713
"tt8033428","Uma","Uma","2018","149","Drama",1328
"tt8033592","Us and Them","Hou lai de wo men","2018","120","Drama,Romance",4817
"tt8039362","Marrying Mr. Darcy","Marrying Mr. Darcy","2018","86","Comedy,Fantasy,Romance",1439
"tt8041270","Jurassic World Dominion","Jurassic World: Dominion","2022","147","Action,Adventure,Sci-Fi",186137
"tt8041276","Paddleton","Paddleton","2019","89","Comedy,Drama",14758
"tt8041922","Watch If You Dare","Watch If You Dare","2018","71","Comedy,Horror",1067
"tt8042132","Kaalidas","Kaalidas","2019","126","Action,Crime,Mystery",1341
"tt8042248","Kanchana 3","Kanchana 3","2019","164","Action,Comedy,Horror",1585
"tt8042292","Kannum Kannum Kollaiyadithaal","Kannum Kannum Kollaiyadithaal","2020","160","Drama,Romance,Thriller",7488
"tt8043092","Sammohanam","Sammohanam","2018","137","Drama,Romance",2006
"tt8043306","Teefa In Trouble","Teefa in Trouble","2018","155","Action,Comedy,Crime",3998
"tt8043434","Undergods","Undergods","2020","92","Drama,Sci-Fi,Thriller",1324
"tt8045670","Night of Knots","Dügüm Salonu","2018","100","Comedy",1366
"tt8045906","Words on Bathroom Walls","Words on Bathroom Walls","2020","110","Drama,Romance",12045
"tt8046498","Don't Tell a Soul","Don't Tell a Soul","2020","83","Drama,Thriller",5044
"tt8047208","Taxiwala","Taxiwaala","2018","137","Comedy,Horror,Thriller",3813
"tt8051738","Bhaijaan Elo Re","Bhaijaan Elo Re","2018","160","Action,Adventure,Comedy",1091
"tt8053258","Manyak","Manyak","2018","73","Comedy,Drama,Thriller",1093
"tt8054066","White as Snow","Blanche comme neige","2019","112","Comedy,Drama",1401
"tt8054150","O chyom govoryat muzhchiny. Prodolzhenie","O chyom govoryat muzhchiny. Prodolzhenie","2018","99","Comedy",1536
"tt8054608","Gospod postoi, imeto i' e Petrunija","Gospod postoi, imeto i' e Petrunija","2019","100","Drama",2438
"tt8055888","Mard Ko Dard Nahin Hota","Mard Ko Dard Nahin Hota","2018","134","Action,Comedy,Drama",8567
"tt8058874","We Summon the Darkness","We Summon the Darkness","2019","91","Horror,Music,Thriller",11268
"tt8058904","Yao","Yao","2018","103","Comedy,Drama",1111
"tt8059654","Canavar Gibi","Canavar Gibi","2018","103","Comedy,Fantasy",1257
"tt8059926","Gajaman","Gajaman","2023","99","Animation,Comedy,Romance",2200
"tt8060328","Invasion","Vtorzhenie","2020","134","Action,Sci-Fi",5731
"tt8060408","Brother of the Year","Nong, Pee, Teerak","2018","124","Comedy,Drama,Romance",1885
"tt8060774","15 Minutes of War","L'intervention","2019","98","Action,Drama,History",3124
"tt8061070","My Step Dad: The Hippie","Cici Babam","2018","99","Comedy",1864
"tt8063826","The Bad Nun","The Bad Nun","2018","97","Horror,Mystery,Thriller",1495
"tt8064418","Assassin 33 A.D.","Assassin 33 A.D.","2020","109","Sci-Fi",2342
"tt8065796","Love for Sale","Love for Sale","2018","100","Drama,Romance",1105
"tt8066574","Srinivasa Kalyanam","Srinivasa Kalyanam","2018","140","Drama,Family",1344
"tt8068936","I Am Paul Walker","I Am Paul Walker","2018","90","Biography,Documentary",1046
"tt8071308","The Shadow Play","Feng zhong you duo yu zuo de yun","2018","125","Crime,Drama,Mystery",1318
"tt8072400","Hello Guru Prema Kosame","Hello Guru Prema Kosame","2018","140","Comedy,Romance",2902
"tt8074128","Village of the Vampire","Caleb","2020","152","Horror,Mystery,Thriller",1113
"tt8074486","The Row","The Row","2018","85","Horror,Thriller",1605
"tt8075016","The Courier","The Courier","2019","99","Action,Crime,Drama",11034
"tt8075192","Shoplifters","Manbiki kazoku","2018","121","Crime,Drama,Thriller",81146
"tt8075202","A Faithful Man","L'homme fidèle","2018","75","Comedy,Drama,Romance",4104
"tt8075260","Someone Great","Someone Great","2019","92","Comedy,Romance",24046
"tt8076110","Enormous","Énorme","2019","98","Comedy",1560
"tt8076222","România neîmblânzitã","România neîmblânzitã","2018","92","Documentary",1870
"tt8076344","Penguin Highway","Pengin haiwei","2018","117","Adventure,Animation,Family",3464
"tt8079248","Yesterday","Yesterday","2019","116","Comedy,Fantasy,Music",159630
"tt8080196","Happy Birthday","Fête de famille","2019","101","Comedy,Drama,Family",1293
"tt8080204","Hypnotic","Hypnotic","2023","93","Action,Mystery,Thriller",14149
"tt8080302","Penguins","Penguins","2019","76","Documentary,Family",1777
"tt8080556","The Director and the Jedi","The Director and the Jedi","2018","95","Documentary",1100
"tt8081062","Amazing China","Li Hai Le, Wo De Guo","2018","90","Documentary",3883
"tt8081566","Vijay Superum Pournamiyum","Vijay Superum Pournamiyum","2019","135","Comedy,Drama",1579
"tt8083606","Rebels","Rebelles","2019","87","Comedy,Crime",1584
"tt8085790","Little","Little","2019","109","Comedy,Fantasy,Romance",14110
"tt8088944","The Chase","Ban-deu-si jab-neun-da","2017","110","Crime,Drama,Mystery",3361
"tt8090564","Monsoon","Monsoon","2019","85","Drama,History,Romance",2217
"tt8090580","Noah Land","Nuh Tepesi","2019","109","Drama",5963
"tt8091892","Fate/stay night [Heaven's Feel] II. lost butterfly","Gekijouban Fate/Stay Night: Heaven's Feel - II. Lost Butterfly","2019","117","Action,Adventure,Animation",2789
"tt8092118","Fate/stay night [Heaven's Feel] III. spring song","Gekijouban Fate/Stay Night: Heaven's Feel - III. Spring Song","2020","120","Action,Adventure,Animation",2318
"tt8092252","Be With You","Jigeum mannareo gabmida","2018","132","Drama,Fantasy,Romance",6528
"tt8092888","Roll Red Roll","Roll Red Roll","2018","80","Crime,Documentary",2644
"tt8093700","The Woman King","The Woman King","2022","135","Action,Drama,History",63784
"tt8093952","Padi Padi Leche Manasu","Padi Padi Leche Manasu","2018","158","Drama,Romance",1590
"tt8094252","NGK","NGK","2019","148","Action,Drama",5261
"tt8095860","By the Grace of God","Grâce à Dieu","2018","137","Crime,Drama",7669
"tt8096832","Lady and the Tramp","Lady and the Tramp","2019","111","Adventure,Comedy,Family",23257
"tt8097030","Turning Red","Turning Red","2022","100","Adventure,Animation,Comedy",136243
"tt8097306","Nobody's Fool","Nobody's Fool","2018","110","Comedy,Drama,Romance",7894
"tt8098480","The Refuge","The Refuge","2019","98","Crime,Drama,Thriller",1636
"tt8098548","Dumped","Larguées","2018","95","Comedy",1070
"tt8099236","The Silence of Others","El silencio de otros","2018","96","Documentary",2278
"tt8102806","The Night","The Night","2020","105","Horror,Mystery,Thriller",3157
"tt8103160","Britt-Marie Was Here","Britt-Marie var här","2019","97","Comedy,Drama,Sport",2271
"tt8105234","Flamin' Hot","Flamin' Hot","2023","99","Biography,Drama,History",8777
"tt8106160","The American Meme","The American Meme","2018","98","Documentary",14747
"tt8106534","6 Underground","6 Underground","2019","128","Action,Thriller",186896
"tt8106568","Momentum Generation","Momentum Generation","2018","103","Documentary",1271
"tt8106570","The Rachel Divide","The Rachel Divide","2018","100","Documentary",2698
"tt8106576","The Bleeding Edge","The Bleeding Edge","2018","99","Documentary",2938
"tt8106596","The Legend of Cocaine Island","The Legend of Cocaine Island","2018","83","Documentary",3461
"tt8107464","Amar Akbar Anthony","Amar Akbar Anthony","2018","153","Action,Comedy,Crime",1215
"tt8108034","Nota","Nota","2018","145","Drama",2990
"tt8108164","Ek Ladki Ko Dekha Toh Aisa Laga","Ek Ladki Ko Dekha Toh Aisa Laga","2019","120","Comedy,Crime,Drama",4602
"tt8108186","Kotigobba 3","Kotigobba 3","2021","140","Action,Drama,Romance",2495
"tt8108196","Judgementall Hai Kya","Judgementall Hai Kya","2019","121","Comedy,Drama,Mystery",6797
"tt8108198","Andhadhun","Andhadhun","2018","139","Crime,Mystery,Thriller",97658
"tt8108200","Sonchiriya","Sonchiriya","2019","143","Action,Crime,Drama",12338
"tt8108202","Stree","Stree","2018","128","Comedy,Horror",36232
"tt8108206","Saand Ki Aankh","Saand Ki Aankh","2019","146","Biography,Drama",5900
"tt8108208","Why Cheat India","Why Cheat India","2019","121","Comedy,Crime,Drama",2897
"tt8108230","Pokémon the Movie: The Power of Us","Gekijouban Poketto monsutâ: Minna no Monogatari","2018","100","Action,Adventure,Animation",2807
"tt8108268","The Tashkent Files","The Tashkent Files","2019","134","Drama,Mystery,Thriller",35249
"tt8108274","Tanhaji: The Unsung Warrior","Tanhaji: The Unsung Warrior","2020","135","Action,Biography,Drama",34678
"tt8109470","The Unfamiliar","The Unfamiliar","2020","89","Horror,Thriller",2389
"tt8110004","PVT CHAT","PVT CHAT","2020","86","Drama",1708
"tt8110232","The Many Saints of Newark","The Many Saints of Newark","2021","120","Crime,Drama",58370
"tt8110246","Dark Web: Cicada 3301","Dark Web: Cicada 3301","2021","104","Action,Comedy,Thriller",2256
"tt8110330","Dil Bechara","Dil Bechara","2020","101","Comedy,Drama,Romance",132892
"tt8110640","In the Shadow of the Moon","In the Shadow of the Moon","2019","115","Action,Crime,Mystery",56800
"tt8110652","Bodies Bodies Bodies","Bodies Bodies Bodies","2022","94","Comedy,Horror,Thriller",52886
"tt8114980","Willy's Wonderland","Willy's Wonderland","2021","88","Action,Comedy,Horror",33491
"tt8115900","The Bad Guys","The Bad Guys","2022","100","Adventure,Animation,Comedy",49443
"tt8116428","Along With the Gods: The Last 49 Days","Sin-gwa ham-kke: In-gwa yeon","2018","142","Action,Adventure,Drama",8284
"tt8116640","Go Karts","Go!","2020","102","Family,Sport",3335
"tt8119680","Dark Figure of Crime","Amsusarin","2018","110","Crime,Drama",2280
"tt8119752","Gonjiam: Haunted Asylum","Gon-ji-am","2018","95","Horror",12239
"tt8122018","Happy New Year, Colin Burstead","Happy New Year, Colin Burstead","2018","95","Drama",1805
"tt8123618","Bring Me Home","Na-reul chaj-a-jwo","2019","108","Drama,Mystery,Thriller",1320
"tt8125842","Blindsone","Blindsone","2018","98","Drama",1109
"tt8126390","The Most Unknown","The Most Unknown","2018","92","Documentary",2199
"tt8128188","High Flying Bird","High Flying Bird","2019","90","Drama,Sport",9028
"tt8128276","Ted K","Ted K","2021","120","Biography,Crime,Drama",3710
"tt8129682","Phobias","Phobias","2021","85","Horror,Thriller",1141
"tt8129794","100 Things","100 Dinge","2018","111","Comedy,Drama",6429
"tt8129806","To Leslie","To Leslie","2022","119","Drama",12929
"tt8130518","Dark Cloud","Dark Cloud","2022","81","Horror,Sci-Fi,Thriller",4414
"tt8130558","One Day: Justice Delivered","One Day: Justice Delivered","2019","124","Action,Crime,Thriller",2708
"tt8130904","The Body","The Body","2019","101","Mystery,Thriller",3756
"tt8130968","Badla","Badla","2019","118","Crime,Drama,Mystery",29562
"tt8132700","Behind the Curve","Behind the Curve","2018","96","Documentary",10462
"tt8132778","Night of the Kings","La nuit des rois","2020","93","Drama,Fantasy",2736
"tt8134742","3 from Hell","3 from Hell","2019","115","Action,Horror",16667
"tt8135494","Active Measures","Active Measures","2018","109","Documentary",7780
"tt8135550","Görülmüstür","Görülmüstür","2019","96","Drama",1107
"tt8139850","Mercury 13","Mercury 13","2018","78","Documentary",1240
"tt8143990","Kajillionaire","Kajillionaire","2020","104","Comedy,Crime,Drama",20784
"tt8144778","The Redeemed and the Dominant: Fittest on Earth","The Redeemed and the Dominant: Fittest on Earth","2018","119","Documentary",1391
"tt8144834","Section 375","Section 375","2019","124","Crime,Drama,Mystery",16822
"tt8145202","The F**k-It List","The F**k-It List","2020","103","Comedy",7435
"tt8148018","The Accountant of Auschwitz","The Accountant of Auschwitz","2018","80","Documentary",2954
"tt8150814","There's Someone Inside Your House","There's Someone Inside Your House","2021","96","Horror,Mystery,Thriller",18134
"tt8151874","Honey Boy","Honey Boy","2019","94","Drama",39424
"tt8152324","Wolf","Wolf","2019","85","History,Horror",1095
"tt8155182","Leprechaun Returns","Leprechaun Returns","2018","92","Comedy,Fantasy,Horror",5206
"tt8155288","Happy Death Day 2U","Happy Death Day 2 U","2019","100","Comedy,Horror,Mystery",79944
"tt8157074","Dreamfactory","Traumfabrik","2019","125","Comedy,Drama,Romance",2065
"tt8160262","El Hijo","El Hijo","2019","92","Drama,Mystery,Thriller",3822
"tt8160834","Follow Me","Follow Me","2020","91","Adventure,Horror,Mystery",11926
"tt8160864","Chase","Chase","2019","84","Thriller",7925
"tt8161166","King Petar the First","Kralj Petar I","2018","125","Biography,Drama,History",1867
"tt8163224","Just a Gigolo","Just a Gigolo","2019","94","Comedy",1151
"tt8165192","Raging Fire","Nou fo","2021","126","Action,Adventure,Crime",5423
"tt8168992","Do Not Reply","Do Not Reply","2019","98","Horror,Thriller",1443
"tt8169446","Wine Country","Wine Country","2019","103","Adventure,Comedy,Drama",22215
"tt8169552","Monica and Friends: Bonds","Turma da Mônica: Laços","2019","97","Adventure,Comedy,Family",2267
"tt8170298","John Henry","John Henry","2020","91","Drama,Thriller",2463
"tt8171974","Battle of the Classes","La lutte des classes","2019","103","Comedy,Drama,Family",1209
"tt8173728","The Wolf House","La casa lobo","2018","75","Animation,Drama,Horror",3862
"tt8174412","Funny Pages","Funny Pages","2022","86","Comedy",2929
"tt8176040","Panipat","Panipat","2019","171","Action,Drama,History",5931
"tt8176054","Pariyerum Perumal","Pariyerum Perumal","2018","154","Drama",16945
"tt8176578","Flavors of Youth","Si shi qing chun","2018","74","Animation,Drama,Romance",8054
"tt8178486","Earthquake Bird","Earthquake Bird","2019","107","Crime,Drama,Mystery",15332
"tt8178634","RRR","RRR (Rise Roar Revolt)","2022","187","Action,Drama",152457
"tt8178958","Generation Iron 3","Generation Iron 3","2018","95","Documentary",2510
"tt8178992","Amazon Hot Box","Amazon Hot Box","2018","82","Action,Drama,Horror",1418
"tt8179024","Body Cam","Body Cam","2020","96","Action,Adventure,Crime",7140
"tt8179388","Rim of the World","Rim of the World","2019","98","Action,Adventure,Comedy",24495
"tt8179470","Looks That Kill","Looks That Kill","2020","92","Comedy,Drama,Romance",4846
"tt8180482","9","9: Nine","2019","149","Fantasy,Horror,Sci-Fi",2288
"tt8184766","The Short History of the Long Road","The Short History of the Long Road","2019","90","Adventure,Drama",1218
"tt8185004","Chal Man Jeetva Jaiye","Chal Man Jeetva Jaiye","2017","123","Drama",1057
"tt8185182","Long Day's Journey Into Night","Diqiu zuihou de yewan","2018","138","Drama,Mystery,Romance",8858
"tt8186318","Overcomer","Overcomer","2019","119","Drama,Family,Sport",5317
"tt8186932","M.O.M. Mothers of Monsters","M.O.M.: Mothers of Monsters","2020","98","Drama,Horror,Thriller",1860
"tt8188610","F2: Fun and Frustration","F2: Fun and Frustration","2019","148","Comedy",2971
"tt8188872","Varathan","Varathan","2018","130","Action,Drama,Thriller",4323
"tt8191502","Microhabitat","Sogongnyeo","2017","106","Comedy,Drama,Romance",2770
"tt8191620","Ravage","Swing Low","2019","84","Horror,Thriller",1796
"tt8193790","Deerskin","Le daim","2019","77","Comedy,Horror",10764
"tt8195518","Cuck","Cuck","2019","115","Crime,Drama,Thriller",12270
"tt8196068","Twisted Pair","Twisted Pair","2018","89","Drama,Fantasy,Sci-Fi",2319
"tt8196692","Soul Hunters","Soul Hunters","2019","92","Action,Thriller",3508
"tt8197998","Börü","Börü","2018","80","Action,Thriller,War",4490
"tt8200456","Cindy la Regia","Cindy la Regia","2020","109","Comedy",1459
"tt8200742","Silhouette","Silhouette","2019","114","Drama,Horror,Thriller",4051
"tt8201170","The Perfect Date","The Perfect Date","2019","89","Comedy,Romance",41435
"tt8201404","Little White Lies 2","Nous finirons ensemble","2019","134","Comedy,Drama,Family",4017
"tt8201852","You Should Have Left","You Should Have Left","2020","93","Horror,Thriller",23486
"tt8202612","Satyameva Jayate","Satyameva Jayate","2018","140","Action,Crime,Drama",7654
"tt8205028","The Story of My Wife","A feleségem története","2021","169","Drama,Romance",2328
"tt8205656","U311 Cherkasy","Cherkasy","2019","102","Drama,History,War",1102
"tt8206668","Bad Education","Bad Education","2019","108","Biography,Comedy,Crime",41956
"tt8206708","Carry On Jatta 2","Carry on Jatta 2","2018","149","Comedy",1343
"tt8208098","Pyaar Prema Kaadhal","Pyaar Prema Kaadhal","2018","145","Drama,Musical,Romance",1068
"tt8212958","Fire Will Come","O que arde","2019","86","Crime,Drama",3516
"tt8215480","Greatland","Greatland","2020","104","Fantasy,Sci-Fi",2906
"tt8222408","Magical Nights","Notti magiche","2018","125","Comedy,Drama,Mystery",1602
"tt8223844","Modest Heroes","Chiisana eiyû: Kani to tamago to tômei ningen","2018","53","Adventure,Animation,Family",2931
"tt8226892","Peel","Peel","2019","101","Comedy,Drama",1137
"tt8228172","The Furies","The Furies","2019","82","Action,Horror,Thriller",5494
"tt8228288","The Platform","El hoyo","2019","94","Horror,Sci-Fi,Thriller",248073
"tt8228538","Papi Chulo","Papi Chulo","2018","98","Comedy,Drama",1691
"tt8231668","Good on Paper","Good on Paper","2021","92","Comedy,Romance",13186
"tt8233874","Extra Ordinary","Extra Ordinary","2019","94","Comedy,Fantasy,Horror",10950
"tt8235296","The Trump Prophecy","The Trump Prophecy","2018","120","Drama",2550
"tt8236336","The Report","The Report","2019","119","Biography,Crime,Drama",46803
"tt8236366","The Shed","The Shed","2019","98","Drama,Horror",2574
